index,单价,小区名字,建筑面积,总价,户型,朝向,楼层,装修
19,20903元/平米,麓湖生态城蓝花屿,421平米,880万,5室3厅5卫,南,低层,毛坯
20,12784元/平米,黄金海岸,176平米,225万,3室2厅3卫,南北,高层,豪华装修
21,20000元/平米,麓山国际社区茵特拉肯,150平米,300万,4室2厅2卫,南北,中层,简装修
22,14444元/平米,麓山国际solo,45平米,65万,1室1厅1卫,西南,中层,精装修
26,20581元/平米,蔚蓝卡地亚,413平米,850万,5室3厅4卫,南,低层,毛坯
28,15000元/平米,三利宅院白云渡,340平米,510万,5室4厅4卫,南,低层,毛坯
29,15123元/平米,建发浅水湾,529平米,800万,4室3厅4卫,南,低层,毛坯
0,18788元/平米,棕榈南岸,132平米,248万,3室2厅2卫,南北,低层,精装修
1,19143元/平米,棕榈南岸,140平米,268万,3室2厅2卫,南北,高层,豪华装修
2,16433元/平米,中海右岸,157平米,258万,4室2厅2卫,南,低层,毛坯
3,13942元/平米,麓山国际半月湾,208平米,290万,4室2厅1卫,东西,中层,毛坯
6,16923元/平米,蜀郡二期,130平米,220万,4室2厅2卫,南北,低层,精装修
7,20455元/平米,融创南湖逸家,66平米,135万,3室2厅1卫,南北,中层,精装修
8,13762元/平米,南湖国际社区二期,276.13平米,380万,4室2厅3卫,东,低层,简装修
9,20903元/平米,麓湖生态城蓝花屿,421平米,880万,5室3厅5卫,南,低层,毛坯
10,12784元/平米,黄金海岸,176平米,225万,3室2厅3卫,南北,高层,豪华装修
11,20000元/平米,麓山国际社区茵特拉肯,150平米,300万,4室2厅2卫,南北,中层,简装修
12,14444元/平米,麓山国际solo,45平米,65万,1室1厅1卫,西南,中层,精装修
16,20581元/平米,蔚蓝卡地亚,413平米,850万,5室3厅4卫,南,低层,毛坯
18,15000元/平米,三利宅院白云渡,340平米,510万,5室4厅4卫,南,低层,毛坯
19,15123元/平米,建发浅水湾,529平米,800万,4室3厅4卫,南,低层,毛坯
20,12887元/平米,建发浅水湾,582平米,750万,4室3厅4卫,南,低层,毛坯
21,29412元/平米,建发浅水湾,680平米,2000万,6室5厅6卫,南,低层,毛坯
22,18534元/平米,原乡,232平米,430万,4室3厅4卫,南,低层,豪华装修
3,22491元/平米,蔚蓝卡地亚,289平米,650万,4室3厅3卫,南,低层,豪华装修
4,26930元/平米,蔚蓝卡地亚,612.7平米,1650万,5室3厅4卫,南,低层,毛坯
5,27515元/平米,蔚蓝卡地亚,581.5平米,1600万,5室3厅4卫,南,低层,毛坯
8,18661元/平米,戛纳滨江,48.23平米,90万,1室1厅1卫,南北,中层,精装修
9,20536元/平米,建发浅水湾,672平米,1380万,6室3厅5卫,南,低层,毛坯
11,25862元/平米,麓山国际碧湖岸,464平米,1200万,8室3厅5卫,南,低层,简装修
12,21041元/平米,光明城市,64.16平米,135万,2室2厅1卫,南北,高层,精装修
13,16225元/平米,美城云庭,151平米,245万,3室2厅2卫,东西,低层,毛坯
14,16667元/平米,远大中央公园,84平米,140万,2室2厅1卫,东南,中层,毛坯
15,14826元/平米,佳兆业君汇上品,172平米,255万,5室1厅3卫,南北,中层,毛坯
16,14500元/平米,远大中央公园,140平米,203万,4室2厅2卫,西,低层,毛坯
17,16944元/平米,瑞升橡树林华府,72平米,122万,2室1厅1卫,东,高层,简装修
18,30137元/平米,麓山国际叠溪谷,365平米,1100万,5室4厅4卫,东,低层,豪华装修
20,20548元/平米,麓山国际社区茵特拉肯,219平米,450万,4室3厅3卫,东南,低层,精装修
21,12892元/平米,三利麓山城,83平米,107万,2室2厅1卫,南北,低层,简装修
22,15678元/平米,左岸花都,199平米,312万,4室3厅3卫,南北,高层,精装修
23,33632元/平米,麓山国际橡树坡,892平米,3000万,5室3厅7卫,南,低层,毛坯
24,17865元/平米,恒大名都,89平米,159万,3室2厅2卫,南,高层,精装修
25,15222元/平米,和贵馨城,229.93平米,350万,4室2厅3卫,东,高层,简装修
26,15004元/平米,和贵馨城,321.92平米,483万,5室2厅3卫,南,高层,精装修
27,16667元/平米,戛纳滨江,90平米,150万,3室2厅2卫,南北,低层,精装修
28,10519元/平米,城南领寓,54平米,56.8万,1室1厅1卫,南北,高层,精装修
29,16216元/平米,融创Nano公馆,37平米,60万,1室1厅1卫,东南,高层,精装修
0,11887元/平米,棠湖泊林城,106平米,126万,3室2厅2卫,南,低层,毛坯
2,12105元/平米,戛纳湾畔,95平米,115万,2室2厅2卫,南北,低层,毛坯
3,14537元/平米,新鸿基悦城,205平米,298万,4室2厅2卫,南北,中层,毛坯
4,15119元/平米,双华麓港,111.12平米,168万,3室2厅2卫,南,中层,简装修
5,18269元/平米,青南美湾,52平米,95万,2室2厅1卫,西南,低层,毛坯
6,17320元/平米,蜀郡二期,97平米,168万,3室2厅1卫,南北,低层,中装修
7,14902元/平米,欧香小镇,201.31平米,300万,3室2厅2卫,南北,低层,毛坯
8,18176元/平米,保利叶语,121.04平米,220万,4室2厅2卫,东西,高层,简装修
9,14773元/平米,锦官丽城亲水湾,132平米,195万,3室2厅2卫,南北,中层,精装修
10,12500元/平米,宏达世纪丽景,76平米,95万,2室1厅1卫,东北,高层,中装修
11,21311元/平米,麓山国际社区茵特拉肯,305平米,650万,5室3厅3卫,南,低层,豪华装修
12,18788元/平米,棕榈南岸,132平米,248万,3室2厅2卫,南北,低层,精装修
13,19143元/平米,棕榈南岸,140平米,268万,3室2厅2卫,南北,高层,豪华装修
14,16433元/平米,中海右岸,157平米,258万,4室2厅2卫,南,低层,毛坯
15,13942元/平米,麓山国际半月湾,208平米,290万,4室2厅1卫,东西,中层,毛坯
18,16923元/平米,蜀郡二期,130平米,220万,4室2厅2卫,南北,低层,精装修
19,20455元/平米,融创南湖逸家,66平米,135万,3室2厅1卫,南北,中层,精装修
20,13762元/平米,南湖国际社区二期,276.13平米,380万,4室2厅3卫,东,低层,简装修
21,20903元/平米,麓湖生态城蓝花屿,421平米,880万,5室3厅5卫,南,低层,毛坯
22,12784元/平米,黄金海岸,176平米,225万,3室2厅3卫,南北,高层,豪华装修
23,20000元/平米,麓山国际社区茵特拉肯,150平米,300万,4室2厅2卫,南北,中层,简装修
24,14444元/平米,麓山国际solo,45平米,65万,1室1厅1卫,西南,中层,精装修
28,20581元/平米,蔚蓝卡地亚,413平米,850万,5室3厅4卫,南,低层,毛坯
2,20581元/平米,蔚蓝卡地亚,413平米,850万,5室3厅4卫,南,低层,毛坯
4,15000元/平米,三利宅院白云渡,340平米,510万,5室4厅4卫,南,低层,毛坯
5,15123元/平米,建发浅水湾,529平米,800万,4室3厅4卫,南,低层,毛坯
6,12887元/平米,建发浅水湾,582平米,750万,4室3厅4卫,南,低层,毛坯
7,29412元/平米,建发浅水湾,680平米,2000万,6室5厅6卫,南,低层,毛坯
8,18534元/平米,原乡,232平米,430万,4室3厅4卫,南,低层,豪华装修
16,22491元/平米,蔚蓝卡地亚,289平米,650万,4室3厅3卫,南,低层,豪华装修
17,26930元/平米,蔚蓝卡地亚,612.7平米,1650万,5室3厅4卫,南,低层,毛坯
18,27515元/平米,蔚蓝卡地亚,581.5平米,1600万,5室3厅4卫,南,低层,毛坯
21,18661元/平米,戛纳滨江,48.23平米,90万,1室1厅1卫,南北,中层,精装修
22,20536元/平米,建发浅水湾,672平米,1380万,6室3厅5卫,南,低层,毛坯
24,25862元/平米,麓山国际碧湖岸,464平米,1200万,8室3厅5卫,南,低层,简装修
25,21041元/平米,光明城市,64.16平米,135万,2室2厅1卫,南北,高层,精装修
26,16225元/平米,美城云庭,151平米,245万,3室2厅2卫,东西,低层,毛坯
27,16667元/平米,远大中央公园,84平米,140万,2室2厅1卫,东南,中层,毛坯
28,14826元/平米,佳兆业君汇上品,172平米,255万,5室1厅3卫,南北,中层,毛坯
29,14500元/平米,远大中央公园,140平米,203万,4室2厅2卫,西,低层,毛坯
1,18661元/平米,戛纳滨江,48.23平米,90万,1室1厅1卫,南北,中层,精装修
2,20536元/平米,建发浅水湾,672平米,1380万,6室3厅5卫,南,低层,毛坯
4,25862元/平米,麓山国际碧湖岸,464平米,1200万,8室3厅5卫,南,低层,简装修
5,21041元/平米,光明城市,64.16平米,135万,2室2厅1卫,南北,高层,精装修
6,16225元/平米,美城云庭,151平米,245万,3室2厅2卫,东西,低层,毛坯
7,16667元/平米,远大中央公园,84平米,140万,2室2厅1卫,东南,中层,毛坯
8,14826元/平米,佳兆业君汇上品,172平米,255万,5室1厅3卫,南北,中层,毛坯
9,14500元/平米,远大中央公园,140平米,203万,4室2厅2卫,西,低层,毛坯
10,16944元/平米,瑞升橡树林华府,72平米,122万,2室1厅1卫,东,高层,简装修
11,30137元/平米,麓山国际叠溪谷,365平米,1100万,5室4厅4卫,东,低层,豪华装修
13,20548元/平米,麓山国际社区茵特拉肯,219平米,450万,4室3厅3卫,东南,低层,精装修
14,12892元/平米,三利麓山城,83平米,107万,2室2厅1卫,南北,低层,简装修
15,15678元/平米,左岸花都,199平米,312万,4室3厅3卫,南北,高层,精装修
16,33632元/平米,麓山国际橡树坡,892平米,3000万,5室3厅7卫,南,低层,毛坯
17,17865元/平米,恒大名都,89平米,159万,3室2厅2卫,南,高层,精装修
18,15222元/平米,和贵馨城,229.93平米,350万,4室2厅3卫,东,高层,简装修
19,15004元/平米,和贵馨城,321.92平米,483万,5室2厅3卫,南,高层,精装修
20,16667元/平米,戛纳滨江,90平米,150万,3室2厅2卫,南北,低层,精装修
21,10519元/平米,城南领寓,54平米,56.8万,1室1厅1卫,南北,高层,精装修
22,16216元/平米,融创Nano公馆,37平米,60万,1室1厅1卫,东南,高层,精装修
23,16779元/平米,佳兆业君汇上品,86.42平米,145万,3室2厅1卫,西,高层,毛坯
24,16102元/平米,麓山国际茵特拉肯,133.52平米,215万,3室2厅2卫,东南,低层,精装修
25,19828元/平米,蜀郡一期,116平米,230万,3室2厅2卫,东,中层,中装修
26,20776元/平米,宏达世纪锦城,84.23平米,175万,2室1厅1卫,东,低层,精装修
27,19872元/平米,蜀郡一期,156平米,310万,3室2厅2卫,南,低层,精装修
28,22036元/平米,麓山国际麓镇帕萨迪纳,126.16平米,278万,3室2厅2卫,南北,低层,毛坯
29,26068元/平米,成都雅居乐花园别墅,234平米,610万,5室2厅4卫,南,低层,精装修
0,19828元/平米,蜀郡一期,116平米,230万,3室2厅2卫,东,中层,中装修
1,20776元/平米,宏达世纪锦城,84.23平米,175万,2室1厅1卫,东,低层,精装修
2,19872元/平米,蜀郡一期,156平米,310万,3室2厅2卫,南,低层,精装修
3,22036元/平米,麓山国际麓镇帕萨迪纳,126.16平米,278万,3室2厅2卫,南北,低层,毛坯
4,26068元/平米,成都雅居乐花园别墅,234平米,610万,5室2厅4卫,南,低层,精装修
5,15458元/平米,碧桂园海昌天澜,262平米,405万,4室2厅3卫,南北,高层,简装修
7,10054元/平米,雅居乐花园,184平米,185万,4室2厅3卫,西南,高层,毛坯
8,16871元/平米,恒大天府半岛,147平米,248万,3室2厅2卫,南,中层,精装修
9,39548元/平米,麓湖生态城蓝花屿,354平米,1400万,5室3厅4卫,南,低层,精装修
10,11667元/平米,铂雅苑,360平米,420万,4室2厅2卫,东南,低层,豪华装修
11,19068元/平米,天府美岸,118平米,225万,4室2厅2卫,东西,中层,毛坯
12,20595元/平米,宏达世纪锦城,84平米,173万,2室2厅1卫,西,低层,豪华装修
13,15414元/平米,麓山国际茵特拉肯,133平米,205万,2室2厅1卫,南北,低层,精装修
15,16290元/平米,麓山国际社区茵特拉肯,221平米,360万,3室2厅2卫,西南,中层,毛坯
16,21321元/平米,麓山国际圣安德鲁,333平米,710万,5室3厅3卫,东,低层,毛坯
17,21192元/平米,麓山国际拉佩维尔,151平米,320万,4室2厅2卫,南北,低层,毛坯
18,19896元/平米,麓山国际塞尔维蒙,145.76平米,290万,2室2厅2卫,南北,高层,精装修
19,20299元/平米,麓山国际,335平米,680万,4室2厅3卫,北,高层,简装修
21,14249元/平米,新鸿基悦城,192.99平米,275万,4室2厅3卫,南北,低层,毛坯
22,18182元/平米,佳兆业君汇上品,132平米,240万,4室2厅2卫,东西,高层,精装修
23,14722元/平米,天府美岸,180平米,265万,4室2厅3卫,南北,高层,毛坯
24,30480元/平米,麓山国际橡树坡,479平米,1460万,5室3厅5卫,南,低层,豪华装修
25,9668元/平米,雅居乐富春山居,331平米,320万,4室2厅4卫,东,低层,毛坯
26,20391元/平米,麓山国际拉佩维尔,179平米,365万,3室2厅2卫,东,中层,豪华装修
27,20000元/平米,麓山国际社区云曦台,150平米,300万,4室2厅3卫,南,中层,毛坯
1,14249元/平米,新鸿基悦城,192.99平米,275万,4室2厅3卫,南北,低层,毛坯
2,18182元/平米,佳兆业君汇上品,132平米,240万,4室2厅2卫,东西,高层,精装修
3,14722元/平米,天府美岸,180平米,265万,4室2厅3卫,南北,高层,毛坯
4,30480元/平米,麓山国际橡树坡,479平米,1460万,5室3厅5卫,南,低层,豪华装修
5,9668元/平米,雅居乐富春山居,331平米,320万,4室2厅4卫,东,低层,毛坯
6,20391元/平米,麓山国际拉佩维尔,179平米,365万,3室2厅2卫,东,中层,豪华装修
7,20000元/平米,麓山国际社区云曦台,150平米,300万,4室2厅3卫,南,中层,毛坯
10,19947元/平米,麓山国际圣安德鲁,376平米,750万,5室3厅5卫,南,低层,毛坯
11,14400元/平米,鑫苑鑫都汇,75平米,108万,3室2厅1卫,南,中层,简装修
12,18719元/平米,成都雅居乐花园别墅,203平米,380万,5室2厅4卫,南,低层,毛坯
13,25263元/平米,万锦城,95平米,240万,5室1厅1卫,南北,高层,毛坯
15,8800元/平米,三都汇朝外,90平米,79.2万,3室1厅1卫,西北,中层,毛坯
16,16667元/平米,麓山国际社区云曦台,99平米,165万,3室2厅2卫,南,中层,毛坯
17,12107元/平米,麓山国际社区茵特拉肯,413平米,500万,7室3厅4卫,南北,高层,毛坯
18,13043元/平米,中铁诺德壹号,115平米,150万,3室2厅2卫,南,中层,毛坯
19,21238元/平米,麓山国际社区茵特拉肯,150.67平米,320万,4室3厅2卫,东南,中层,毛坯
20,10802元/平米,金南园,162平米,175万,4室2厅2卫,南北,高层,精装修
21,13812元/平米,麓山国际圣芭芭拉,362平米,500万,5室3厅4卫,南,低层,简装修
22,15616元/平米,心怡紫晶城,134.48平米,210万,3室2厅2卫,南,低层,精装修
23,15500元/平米,万锦城,100平米,155万,3室3厅2卫,南,中层,毛坯
26,14824元/平米,鑫苑鑫都汇,85平米,126万,3室2厅1卫,南,中层,毛坯
27,17533元/平米,佳兆业君汇上品,128.9平米,226万,3室2厅2卫,西南,高层,精装修
28,14872元/平米,心怡紫晶城,134.48平米,200万,3室2厅2卫,南,低层,精装修
29,18017元/平米,麓山国际麓镇帕萨迪纳,121平米,218万,3室2厅2卫,东,中层,精装修
0,16290元/平米,麓山国际社区茵特拉肯,221平米,360万,3室2厅2卫,西南,中层,毛坯
1,21321元/平米,麓山国际圣安德鲁,333平米,710万,5室3厅3卫,东,低层,毛坯
2,21192元/平米,麓山国际拉佩维尔,151平米,320万,4室2厅2卫,南北,低层,毛坯
3,19896元/平米,麓山国际塞尔维蒙,145.76平米,290万,2室2厅2卫,南北,高层,精装修
4,20299元/平米,麓山国际,335平米,680万,4室2厅3卫,北,高层,简装修
6,14249元/平米,新鸿基悦城,192.99平米,275万,4室2厅3卫,南北,低层,毛坯
7,18182元/平米,佳兆业君汇上品,132平米,240万,4室2厅2卫,东西,高层,精装修
8,14722元/平米,天府美岸,180平米,265万,4室2厅3卫,南北,高层,毛坯
9,30480元/平米,麓山国际橡树坡,479平米,1460万,5室3厅5卫,南,低层,豪华装修
10,9668元/平米,雅居乐富春山居,331平米,320万,4室2厅4卫,东,低层,毛坯
11,20391元/平米,麓山国际拉佩维尔,179平米,365万,3室2厅2卫,东,中层,豪华装修
12,20000元/平米,麓山国际社区云曦台,150平米,300万,4室2厅3卫,南,中层,毛坯
15,19947元/平米,麓山国际圣安德鲁,376平米,750万,5室3厅5卫,南,低层,毛坯
16,14400元/平米,鑫苑鑫都汇,75平米,108万,3室2厅1卫,南,中层,简装修
17,18719元/平米,成都雅居乐花园别墅,203平米,380万,5室2厅4卫,南,低层,毛坯
18,25263元/平米,万锦城,95平米,240万,5室1厅1卫,南北,高层,毛坯
20,8800元/平米,三都汇朝外,90平米,79.2万,3室1厅1卫,西北,中层,毛坯
21,16667元/平米,麓山国际社区云曦台,99平米,165万,3室2厅2卫,南,中层,毛坯
22,12107元/平米,麓山国际社区茵特拉肯,413平米,500万,7室3厅4卫,南北,高层,毛坯
23,13043元/平米,中铁诺德壹号,115平米,150万,3室2厅2卫,南,中层,毛坯
24,21238元/平米,麓山国际社区茵特拉肯,150.67平米,320万,4室3厅2卫,东南,中层,毛坯
25,10802元/平米,金南园,162平米,175万,4室2厅2卫,南北,高层,精装修
26,13812元/平米,麓山国际圣芭芭拉,362平米,500万,5室3厅4卫,南,低层,简装修
27,15616元/平米,心怡紫晶城,134.48平米,210万,3室2厅2卫,南,低层,精装修
28,15500元/平米,万锦城,100平米,155万,3室3厅2卫,南,中层,毛坯
0,15500元/平米,万锦城,100平米,155万,3室3厅2卫,南,中层,毛坯
3,14824元/平米,鑫苑鑫都汇,85平米,126万,3室2厅1卫,南,中层,毛坯
4,17533元/平米,佳兆业君汇上品,128.9平米,226万,3室2厅2卫,西南,高层,精装修
5,14872元/平米,心怡紫晶城,134.48平米,200万,3室2厅2卫,南,低层,精装修
6,18017元/平米,麓山国际麓镇帕萨迪纳,121平米,218万,3室2厅2卫,东,中层,精装修
7,24198元/平米,麓山国际圣安德鲁,343平米,830万,5室3厅4卫,东,高层,豪华装修
8,41009元/平米,麓山国际黑鹰庄园,634平米,2600万,6室3厅6卫,东,高层,精装修
9,26578元/平米,麓山国际翠云岭,301平米,800万,5室3厅4卫,东,高层,毛坯
10,20468元/平米,麓山国际圣安德鲁,342平米,700万,4室3厅4卫,东,高层,毛坯
11,30222元/平米,麓山国际逸翠谷,225平米,680万,4室3厅4卫,东,高层,精装修
12,32164元/平米,麓山国际圣安德鲁,342平米,1100万,5室4厅5卫,南,高层,毛坯
13,26247元/平米,麓山国际圣安德鲁,381平米,1000万,5室4厅5卫,东,高层,豪华装修
14,38877元/平米,麓山国际碧影溪,463平米,1800万,5室4厅5卫,南,高层,精装修
15,36923元/平米,麓山国际长岛,455平米,1680万,6室5厅6卫,东,高层,毛坯
16,15957元/平米,三利宅院白云渡,263.2平米,420万,4室3厅4卫,南,低层,精装修
17,14460元/平米,三利宅院白云渡,275.25平米,398万,4室3厅1卫,南,低层,毛坯
18,34642元/平米,麓山国际橡树坡,433平米,1500万,6室4厅5卫,东,高层,简装修
19,17006元/平米,南湖国际社区,83.5平米,142万,2室2厅1卫,东,高层,精装修
20,16239元/平米,南湖国际社区,117平米,190万,3室2厅2卫,东,低层,毛坯
21,74561元/平米,麓湖生态城云树,1140平米,8500万,7室5厅8卫,南北,中层,毛坯
22,17179元/平米,蜀郡一期,156平米,268万,4室2厅2卫,南北,高层,精装修
23,11417元/平米,和泓半山,254平米,290万,4室3厅4卫,南,低层,毛坯
24,16154元/平米,佳兆业君汇上品,130平米,210万,3室2厅2卫,南北,低层,毛坯
25,15099元/平米,南湖国际社区,177.5平米,268万,4室2厅3卫,西南,高层,简装修
26,13974元/平米,南湖国际社区二期,156平米,218万,4室2厅3卫,南,低层,毛坯
27,12069元/平米,合能枫丹铂麓,58平米,70万,4室2厅2卫,南北,中层,精装修
29,18667元/平米,恒大名都,75平米,140万,2室2厅1卫,南,中层,简装修
0,13974元/平米,南湖国际社区二期,156平米,218万,4室2厅3卫,南,低层,毛坯
1,12069元/平米,合能枫丹铂麓,58平米,70万,4室2厅2卫,南北,中层,精装修
3,18667元/平米,恒大名都,75平米,140万,2室2厅1卫,南,中层,简装修
4,15377元/平米,南湖国际社区二期,134.62平米,207万,3室2厅2卫,东,中层,毛坯
5,16154元/平米,佳兆业君汇上品,130平米,210万,3室2厅2卫,东,低层,毛坯
6,15530元/平米,河畔新世界,132平米,205万,3室2厅1卫,西南,中层,毛坯
7,18333元/平米,双华麓港,72平米,132万,2室1厅1卫,东,高层,毛坯
8,16162元/平米,宏达世纪锦城,99平米,160万,3室2厅2卫,南,中层,毛坯
9,19749元/平米,河畔新世界,141.78平米,280万,4室2厅2卫,西南,高层,精装修
11,17619元/平米,宏达世纪锦城,84平米,148万,2室2厅1卫,南,低层,简装修
12,14375元/平米,成都玩家,96平米,138万,3室2厅2卫,南,低层,简装修
13,15625元/平米,海伦印象,96平米,150万,3室2厅1卫,南,中层,精装修
14,17280元/平米,恒大天府半岛,89.7平米,155万,2室2厅1卫,南,中层,简装修
15,17340元/平米,恒大天府半岛,94平米,163万,2室2厅1卫,南,中层,简装修
16,16735元/平米,恒大天府半岛,166.12平米,278万,4室2厅2卫,西南,中层,中装修
17,16667元/平米,宏达世纪锦城,78平米,130万,2室2厅1卫,南北,中层,简装修
18,14533元/平米,双华麓港,144.5平米,210万,4室2厅2卫,南北,高层,简装修
19,20140元/平米,新鸿基悦城,143平米,288万,3室2厅2卫,东北,中层,简装修
20,21894元/平米,新鸿基悦城,132平米,289万,3室2厅2卫,东北,中层,简装修
21,15625元/平米,新鸿基悦城,192平米,300万,4室2厅3卫,南北,中层,简装修
22,18981元/平米,新鸿基悦城,157平米,298万,3室2厅2卫,南,中层,简装修
23,19355元/平米,新鸿基悦城,155平米,300万,3室2厅2卫,南,中层,毛坯
24,17837元/平米,成都玩家,89.7平米,160万,3室2厅1卫,南北,低层,简装修
25,18734元/平米,河畔新世界,144.12平米,270万,3室2厅2卫,南,低层,简装修
26,17457元/平米,河畔新世界,166.12平米,290万,4室2厅2卫,西南,低层,简装修
27,20374元/平米,成都玩家,58.9平米,120万,2室1厅1卫,东南,中层,简装修
28,17067元/平米,恒大名都,75平米,128万,2室2厅1卫,北,高层,精装修
29,18581元/平米,河畔新世界,148平米,275万,3室2厅2卫,西南,高层,精装修
0,16154元/平米,佳兆业君汇上品,130平米,210万,3室2厅2卫,东,低层,毛坯
1,15530元/平米,河畔新世界,132平米,205万,3室2厅1卫,西南,中层,毛坯
2,18333元/平米,双华麓港,72平米,132万,2室1厅1卫,东,高层,毛坯
3,16162元/平米,宏达世纪锦城,99平米,160万,3室2厅2卫,南,中层,毛坯
4,19749元/平米,河畔新世界,141.78平米,280万,4室2厅2卫,西南,高层,精装修
6,17619元/平米,宏达世纪锦城,84平米,148万,2室2厅1卫,南,低层,简装修
7,14375元/平米,成都玩家,96平米,138万,3室2厅2卫,南,低层,简装修
8,15625元/平米,海伦印象,96平米,150万,3室2厅1卫,南,中层,精装修
9,17280元/平米,恒大天府半岛,89.7平米,155万,2室2厅1卫,南,中层,简装修
10,17340元/平米,恒大天府半岛,94平米,163万,2室2厅1卫,南,中层,简装修
11,16735元/平米,恒大天府半岛,166.12平米,278万,4室2厅2卫,西南,中层,中装修
12,16667元/平米,宏达世纪锦城,78平米,130万,2室2厅1卫,南北,中层,简装修
13,14533元/平米,双华麓港,144.5平米,210万,4室2厅2卫,南北,高层,简装修
14,20140元/平米,新鸿基悦城,143平米,288万,3室2厅2卫,东北,中层,简装修
15,21894元/平米,新鸿基悦城,132平米,289万,3室2厅2卫,东北,中层,简装修
16,15625元/平米,新鸿基悦城,192平米,300万,4室2厅3卫,南北,中层,简装修
17,18981元/平米,新鸿基悦城,157平米,298万,3室2厅2卫,南,中层,简装修
18,19355元/平米,新鸿基悦城,155平米,300万,3室2厅2卫,南,中层,毛坯
19,17837元/平米,成都玩家,89.7平米,160万,3室2厅1卫,南北,低层,简装修
20,18734元/平米,河畔新世界,144.12平米,270万,3室2厅2卫,南,低层,简装修
21,17457元/平米,河畔新世界,166.12平米,290万,4室2厅2卫,西南,低层,简装修
22,20374元/平米,成都玩家,58.9平米,120万,2室1厅1卫,东南,中层,简装修
23,17067元/平米,恒大名都,75平米,128万,2室2厅1卫,北,高层,精装修
24,18581元/平米,河畔新世界,148平米,275万,3室2厅2卫,西南,高层,精装修
25,15849元/平米,恒大名都,106平米,168万,3室2厅2卫,东南,中层,精装修
26,15289元/平米,宏达世纪锦城,121平米,185万,3室2厅2卫,东南,中层,毛坯
27,15600元/平米,河畔新世界,125平米,195万,3室2厅1卫,东,高层,精装修
28,16452元/平米,宏达世纪锦城,124平米,204万,4室2厅2卫,南北,低层,精装修
29,18910元/平米,新鸿基悦城,156平米,295万,3室2厅2卫,西南,高层,毛坯
0,11417元/平米,和泓半山,254平米,290万,4室3厅4卫,南,低层,毛坯
1,16154元/平米,佳兆业君汇上品,130平米,210万,3室2厅2卫,南北,低层,毛坯
2,15099元/平米,南湖国际社区,177.5平米,268万,4室2厅3卫,西南,高层,简装修
3,13974元/平米,南湖国际社区二期,156平米,218万,4室2厅3卫,南,低层,毛坯
4,12069元/平米,合能枫丹铂麓,58平米,70万,4室2厅2卫,南北,中层,精装修
5,18667元/平米,恒大名都,75平米,140万,2室2厅1卫,南,中层,简装修
6,15377元/平米,南湖国际社区二期,134.62平米,207万,3室2厅2卫,东,中层,毛坯
7,16154元/平米,佳兆业君汇上品,130平米,210万,3室2厅2卫,东,低层,毛坯
8,15530元/平米,河畔新世界,132平米,205万,3室2厅1卫,西南,中层,毛坯
9,18333元/平米,双华麓港,72平米,132万,2室1厅1卫,东,高层,毛坯
10,16162元/平米,宏达世纪锦城,99平米,160万,3室2厅2卫,南,中层,毛坯
11,19749元/平米,河畔新世界,141.78平米,280万,4室2厅2卫,西南,高层,精装修
13,17619元/平米,宏达世纪锦城,84平米,148万,2室2厅1卫,南,低层,简装修
14,14375元/平米,成都玩家,96平米,138万,3室2厅2卫,南,低层,简装修
15,15625元/平米,海伦印象,96平米,150万,3室2厅1卫,南,中层,精装修
16,17280元/平米,恒大天府半岛,89.7平米,155万,2室2厅1卫,南,中层,简装修
17,17340元/平米,恒大天府半岛,94平米,163万,2室2厅1卫,南,中层,简装修
18,16735元/平米,恒大天府半岛,166.12平米,278万,4室2厅2卫,西南,中层,中装修
19,16667元/平米,宏达世纪锦城,78平米,130万,2室2厅1卫,南北,中层,简装修
20,14533元/平米,双华麓港,144.5平米,210万,4室2厅2卫,南北,高层,简装修
21,20140元/平米,新鸿基悦城,143平米,288万,3室2厅2卫,东北,中层,简装修
22,21894元/平米,新鸿基悦城,132平米,289万,3室2厅2卫,东北,中层,简装修
23,15625元/平米,新鸿基悦城,192平米,300万,4室2厅3卫,南北,中层,简装修
24,18981元/平米,新鸿基悦城,157平米,298万,3室2厅2卫,南,中层,简装修
25,19355元/平米,新鸿基悦城,155平米,300万,3室2厅2卫,南,中层,毛坯
26,17837元/平米,成都玩家,89.7平米,160万,3室2厅1卫,南北,低层,简装修
27,18734元/平米,河畔新世界,144.12平米,270万,3室2厅2卫,南,低层,简装修
28,17457元/平米,河畔新世界,166.12平米,290万,4室2厅2卫,西南,低层,简装修
29,20374元/平米,成都玩家,58.9平米,120万,2室1厅1卫,东南,中层,简装修
0,15625元/平米,新鸿基悦城,192平米,300万,4室2厅3卫,南北,中层,简装修
1,18981元/平米,新鸿基悦城,157平米,298万,3室2厅2卫,南,中层,简装修
2,19355元/平米,新鸿基悦城,155平米,300万,3室2厅2卫,南,中层,毛坯
3,17837元/平米,成都玩家,89.7平米,160万,3室2厅1卫,南北,低层,简装修
4,18734元/平米,河畔新世界,144.12平米,270万,3室2厅2卫,南,低层,简装修
5,17457元/平米,河畔新世界,166.12平米,290万,4室2厅2卫,西南,低层,简装修
6,20374元/平米,成都玩家,58.9平米,120万,2室1厅1卫,东南,中层,简装修
7,17067元/平米,恒大名都,75平米,128万,2室2厅1卫,北,高层,精装修
8,18581元/平米,河畔新世界,148平米,275万,3室2厅2卫,西南,高层,精装修
9,15849元/平米,恒大名都,106平米,168万,3室2厅2卫,东南,中层,精装修
